token_address,approval_block,attack_block,usd_loss,attack_hash,approval_hash,malicious_contract
0x767FE9EDC9E0dF98E07454847909b5E959D7ca0E,20331565,20331653,-131794.48696331013,0x72e0700c026be1df5ba691fc1eb8fdcdb8de71ac16bc9cb6cb4b351fa2c4cbd2,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4507cEf57C46789eF8d1a19EA45f4216bae2B528,20331565,20331654,-133200.46022557985,0xcac4f7450bb080f8cce88ba2715f6a5557537ff2dfdae95e9e728f1773210234,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xa1faa113cbE53436Df28FF0aEe54275c13B40975,20331565,20331655,-121044.87188743523,0x83405916124137bb498aae3254e32da77de46dcc26138673bcdf10fdb951001b,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x940a2dB1B7008B6C776d4faaCa729d6d4A4AA551,20331565,20331656,-125360.39230472612,0xf04f4ebe2dc656af4352e6785172d7c4f7a9247c5ca0d07d3777a2356f91943e,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4b9278b94a1112cAD404048903b8d343a810B07e,20331565,20331657,-120662.54067871941,0xd64e8ff6b4a711bf387bc3e6c132286f42ce18f202bbb7a5937a25a743b4fe41,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4B5f49487ea7B3609b1aD05459BE420548789f1f,20331565,20331658,-102608.8120083947,0xf26d8fc3980d6622b78b706372b2dc820bda046c7b62f290228db0727abe2ca1,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,20331565,20331659,-87684.33220534684,0xc19ee360d94d0a9dc5167de5ac7ce105b95de589c03da8d00abce4f8ddeebb06,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x607F4C5BB672230e8672085532f7e901544a7375,20331565,20331660,-104123.874376674,0xad7a1edd9af5b252a223be41b51075b3ae719ae8bcedff5c6fed4082bad3d9bd,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x00c83aeCC790e8a4453e5dD3B0B4b3680501a7A7,20331565,20331661,-99293.16619352034,0xba1e39fa1edf5bd6ecf9719d7764c5e61fe7bed130906ffd47bce97437928961,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC,20331565,20331662,-100568.90883060999,0x9acc1945c0e8153bea13a1960eee65ed6dea9dc05eb44e61f2db94d17d94c5db,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
